name,cosmetic,rate,id
Alex,Benefiance Extra Creamy Cleansing Foam,4,12
Alex,Multi-Active Night Cream - Normal to Combination Skin,2,12
Alex,Sens’Eyes - Waterproof Sensitive Eye Cleanser,3,12
Alex,Crème Ancienne Supreme Eye Serum,4,12
Alex,Cilantro & Orange Extract Pollutant Defending Mask,3,12
Alex,Green Clean Makeup Meltaway Cleansing Balm with Echinacea GreenEnvy™,3,12
Alex,Luminous Deep Hydration Firming Eye Serum,3,12
Alex,Rose Stem Cell Bio-Repair Gel Mask,1,12
Alex,The Water Cream,3,12
Bia,Capture Totale Dreamskin Advanced,3,2
Bia,Silver Skin Savior Salicylic/Glycolic Acid Treatment,4,2
Bia,The Lifting Eye Serum,1,2
Bia,Rinse-Off Foaming Cleanser,4,2
Bia,Truth Revealed™ Brightening Broad Spectrum SPF 15 Moisturizer,5,2
Gabi,Perfect Canvas Skin Finishing Serum,5,0
Gabi,Fresh Pressed Daily Booster with Pure Vitamin C 10%,5,0
Alex,Ultimune Power Infusing Concentrate,5,18
Alex,Micro Essence Infusion Mask,3,18
Alex,No:Rinse Intensive Pore Minimizing Toner,2,18
Alex,Anti-Aging Cleansing Gel,5,18
Alex,Rare Earth Deep Pore Cleansing Masque,5,18
Alex,Énergie de Vie The Illuminating & Anti-Fatigue Cooling Eye Gel,1,18
Alex,Balancing Moisturizer Broad Spectrum SPF 15 PA++,3,18
Alex,Revitalixir™ Recovery Serum,2,18
Alex,Ever-Matte Poreless Priming Perfector,3,18
Bia,Pure One Step Camellia Cleansing Oil,1,17
Bia,Sugar Face Polish Exfoliator,3,17
Bia,Anti-Aging Primer,1,17
Bia,Colored Clay CC Undereye Corrector,2,17
Bia,Oil-Free Sun Guard Sunscreen Water Resistant SPF 45,2,17
Marta,SKINLONGEVITY™ Vital Power Infusion Serum,3,2
Marta,Naked Skin Bronzing Beauty Balm Broad Spectrum SPF 20,2,5
Gabi,Micellar Cleansing Water & Milk,3,6
Gabi,Capture Totale Intensive Night Restorative Crème,2,6
Nazare,Hydro-Plumping Re-Texturizing Serum Concentrate,1,6
Nazare,Micro Polish Cleanser,1,6
Nazare,Wetforce Clear Stick UV Protector Broad Spectrum 50+,5,6
Nazare,Bio-Peel Gauze Peeling - Green Tea,1,6
Nazare,Prism Exfoliating Glow Potion,2,6
Nazare,Eye Mask,3,6
Julia,Martian Mattifying Melting Water-Gel Toner,3,1
Julia,Natural Protector Broad Spectrum SPF 35 Sunscreen,3,1
Julia,The True Tincture Mask - Chamomile,2,1
Julia,Therapeutic Sulfur Mask Acne Treatment Mask,2,1
Julia,Facial Radiance® Intensive Peel,3,1
Julia,Total Replenishing Eye Cream,3,1
Julia,YOUTHCLEANSE™ Daily Exfoliating Cleanser,2,1
Marta,Capture Youth Collection,2,11
Jung Kim,Shake & Shot™ Rubber Hydro Mask,4,18
Jung Kim,Facial Radiance® Intensive Peel,5,18
Jung Kim,Doctor's Kit Gold Standard Anti-Aging Solution,2,18
Jung Kim,Bi-Facil Double-Action Eye Makeup Remover,5,18
Jung Kim,Original Skin™ Matte Moisturizer with Willowherb,1,18
Jung Kim,Shake & Shot™ Rubber Masks,1,18
Jung Kim,Original Skin™ Matte Moisturizer with Willowherb,4,18
Jung Kim,After-Sun Milk Soothing Body Lotion,4,18
Jung Kim,Future Solution LX Total Regenerating Cream,4,18
Jung Kim,U.F.O. Ultra-Clarifying Face Oil,5,18
Sheila,Nutritious Radiant Vitality Energy Lotion,3,3
Sheila,Resurgence® Age–Balancing Moisture Broad Spectrum SPF 30,1,3
Sheila,Ferulic + Retinol Wrinkle Recovery Overnight Serum,3,3
Sheila,Shake & Shot™ Rubber Brightening Mask,2,3
Sheila,Pore-Balance™ Facial Sauna Scrub,2,3
Sheila,C.E.O. Rapid Flash Brightening Serum,5,3
Sheila,Age Arrest Eye Cream,4,3
Sheila,"Black Pine 3D Sculpting, Firming & Lifting Eye Cream",4,3
Fatima,Prismatic Luminizing Shield SPF 50,4,16
Fatima,Ibuki Refining Moisturizer Enriched,3,16
Fatima,Purifying Cleansing Gel,3,16
Alex,Outsmart Acne Clarifying Treatment,3,1
Alex,AHA/BHA Acne Clearing Gel,4,1
Alex,Hydro-Plumping Re-Texturizing Serum Concentrate,4,1
Alex,Super Multi-Corrective Cream,1,1
Alex,Tinted Moisturizer Broad Spectrum SPF 20,4,1
Alex,Water Drench Hyaluronic Cloud Cream,4,1
Alex,Moisture Surge Hydrating Supercharged Concentrate,4,1
Alex,Unicorn Essence Antioxidant Primer Serum,2,1
Alex,Anti-Aging Cleansing Gel,4,1
Jung Kim,Lingerie de Peau BB Cream,3,13
Jung Kim,Sleeping Mask,5,13
Jung Kim,Max Complexion Correction Pads,3,13
Jung Kim,WHITE Brightening Mask,5,13
Jung Kim,T.L.C. Sukari Babyfacial™,3,13
Jung Kim,GinZing™ Peel-Off Mask to Refine and Refresh,2,13
Jung Kim,FUTURE RESPONSE Age Defense Creme,4,13
Jung Kim,Acne Body Wash,5,13
Jung Kim,Even Better Clinical Dark Spot Corrector & Optimizer,2,13
Jung Kim,Calm Cool & Corrected,5,13
Alex,Sleep Tight Firming Night Balm with Echinacea GreenEnvy™,1,15
Alex,Dermaclear™ Micro Milk Peel,1,15
Alex,Watermelon Glow Sleeping Mask Mini,4,15
Alex,Bio-Performance Advanced Super Restoring Cream,2,15
Alex,Crème Ancienne®,3,15
Alex,Hydrating Toner,1,15
Alex,Moisture Mask,5,15
Alex,Nutritious Vitality8™ Night Creme/Mask,5,15
Alex,Luna Sleeping Night Oil,2,15
Alex,Vitamin C Glow Face Mask,5,6
Alex,pores no more® Vacuum Cleaner® Pore Purifying Mask,5,6
Alex,I-Waken Eye Serum,1,6
Alex,Hydra-Therapy Skin Vitality Treatment Masks,1,6
Alex,Advanced Night Repair Eye Serum Synchronized Complex II,5,6
Alex,Solid Cleansing Oil,3,6
Alex,Neuropeptide Firming & Illuminating Under-Eye Cream,3,6
Alex,Ain’t Misbehavin’® Intensive 10% Sulfur Acne Mask & Emergency Spot Treatment,4,6
Alex,Skin Rescue Purifying Mask With Red Clay,3,6
Vitoria,Super Restorative Total Eye Concentrate,2,8
Vitoria,Abeille Royale Youth Watery Oil,2,8
Vitoria,Polishing Mask,5,8
Vitoria,Benefiance WrinkleResist24 Night Cream,5,8
Fatima,Sport Continuous Spray SPF 30 - Tropical Coconut,4,14
